ハート,封筒,就任挨拶状（封筒印刷有）,,初芝　洋2,,,あり,
ハート,,就任挨拶状（封筒印刷有）,,本ケント　2号　単カード,,,,
ハート,,第22回　水墨画展ご案内はがき,,私製ハガキ　白陽4丁付　PT942,,,,
キング,賞状,賞状（Ｂ４・総合体育大会）,賞状,B4ケント　No5　ヨコ枠 　　雲あり,,,,
キング,賞状,賞状（Ａ４・総合体育大会）,賞状,A4ケント No10　タテ枠 　　雲あり,,,,
ハート,封筒,大樹　光進建設６０周年記念誌,角1,特白,100,,なし,センター
ハート,封筒,長3封筒,長3,カラーグリーン,70,,あり,センター
ハート,,上村則幸氏　吉田美好氏　旭日双光章受章祝賀会のご案内状,洋2,甲陽,,,あり,
ハート,封筒,長谷誠一氏 「旭日双光章」受章祝賀会　招待カード2つ折りと封筒,洋2,初芝　Y220,,,あり,
ハート,封筒,上村則幸氏　吉田美好氏　旭日双光章受章祝賀会のご案内状,洋2,甲陽　,,,あり,
ハート,,上村則幸氏　吉田美好氏　旭日双光章受章祝賀会のご案内状,,Wケント2号　2つ折り,,,,
ハート,封筒,角2封筒,角2,透けない封筒　ケント,100,,なし,ヨコ
ハート,封筒,,,角形B3　クラフト120,,,なし,センター
ハート,封筒,,長3,若狭　中厚口,,,あり,ヨコ
ハート,封筒,,長3,透けない封筒   パステルピンク80　セロ窓1号,,,なし,センター
ハート,,社長就・退任挨拶状（プログレ様分）,,角丸2つ折り(Wケント東京3号),,,,
ハート,封筒,,長3,セロ窓1号　パステルブルー　　,80,,なし,センター
,封筒,大野城市民水泳大会　賞状,,賞状用紙　B4判　D 雲なし　横書き用,,,,
ハート,封筒,長3：封筒　：　返信用＜6043＞,長3,カラースカイ,85,　スチック糊付,あり,ヨコ
レイメイ,封筒,,長3,セロ窓(45×90)　フレッシュトーンブルー,80,ファインタック付,なし,センター
ハート,賞状,表彰状,,賞状用紙　菊B4‐2雲なし,,,,
キング,封筒,【51-K0867】長4セロ窓封筒（納品書在中）,長4,窓あき№2　クラフト70　　　　120213,,,なし,センター
キング,封筒,【51-Ｋ0867】長3セロ窓封筒（請求書在中）,長3,窓あき№1　クラフト70　　　　120108,,,なし,センター
ハート,賞状,表彰状台紙印刷及び名前書き（16名）,賞状,用紙A3-3雪　横書き用雲あり,,,,
ハート,封筒,,長3,クラフトゴールド,70,,あり,ヨコ
ハート,封筒,角2封筒（環九州物流株式会社）,角2,クラフト,100,テープスチック付,なし,ヨコ
ハート,封筒,長3封筒（環九州物流株式会社）,長3,クラフト,85,ハイシール,あり,ヨコ
ハート,賞状,,,賞状用紙　レーザーホワイト　　　　　B4-3,,,,
ハート,名刺,名刺（石井 哲太）様,,特雲礼9,,,,
ハート,賞状,感謝状ＰＴＡ,,賞状用紙　雪B4-１,,,,
ハート,封筒,,洋2,甲陽　Y230,,,あり,
ハート,,,角Ａ4,クラフト,85,,なし,ヨコ
ハート,,,,本ケント2号　単カード,,,,
ハート,賞状,,賞状,雪Ａ3-1　雲あり,,,,
ハート,,太宰府市長　名刺,,名刺ポリ箱9号　薄口,,,,
ハート,名刺,太宰府市長　名刺,,ロイヤル　A3ノビ,,,,
キング,封筒,長3封筒（株式会社おいしいごはん）,長3,Hiソフトカラーピンク,80,,あり,ヨコ
ハート,封筒,,長3,クラフト,85,スチック付,あり,ヨコ
ハート,封筒,,角2,パステルブルー,100,テープスチック付　単価＠18.7,なし,ヨコ
ハート,封筒,,長3,セロ窓1号　パステルグリーン,80,,なし,センター
キング,封筒,,角2,地紋入りホワイトケント100　　NO080418,,,なし,ヨコ
ハート,封筒,<河津商店様>　長3セロ窓封筒,長3,セロ窓1号　カラースカイ,85,,なし,センター
ハート,封筒,<天理教校様> 長3封筒,長3,クラフト,85,アドヘア,あり,ヨコ
ハート,封筒,長30：封筒（受取人払　NO　5464）,長30,クラフト,70,,あり,センター
ハート,封筒,表彰状,賞状,菊　Ｂ4-3,,,,
ハート,封筒,全国循環器撮影研究会誌　2023　No.35,角2,ポリ封筒　透明(EN855　50μ),,,なし,
ハート,,長3：封筒（受取人払　NO　5464）,長3,パステルクリーム　セロ窓1号,80,,なし,センター
ハート,封筒,長3封筒 窓付き（セロ窓1号）なでしこガーデン上熊本,長3,パステルグリーン セロ窓1号 ,80,,なし,センター
ハート,封筒,,角5,クラフト,85,,なし,センター
ハート,封筒,図録封筒(No.2002099に含む),角3,特白,100,,なし,ヨコ
ハート,封筒,,長3,クラフト,70,テープスチック付,あり,ヨコ
ハート,封筒,,長3,セロ窓1号　クラフト,70,　　　テープスチック付,なし,センター
ヤマガタ,賞状,定年退職感謝状,賞状,月印　B4縦書き用　　雲無,,,,
ハート,封筒,長３窓アキ封筒（セロ窓）,長3,透けない封筒パステルアクア  セロ窓1号,80,,なし,センター
ハート,賞状,,,賞状用紙　　雪B3-1,,,,
ハート,封筒,長4クラフト封筒,長4,クラフト,85,,あり,ヨコ
ハート,封筒,,角6　,クラフト,85,テープスチック付,なし,センター
ヤマガタ,封筒,長3封筒　門信徒会　料金別納,長3,月印30185T　クラフト　85,,テープスチック付,あり,センター
ハート,封筒,,,角形　Ｂ3用　クラフト120,,,なし,センター
ハート,封筒,角2封筒：御案内文なし・のりあり：ウグイス,角2,パステルウグイス,100,スチック糊付,なし,ヨコ
ハート,,第43回熊本県日本画協会展　御招待券,,私製ハガキ　白陽4丁付　　　　　　PT942,,,,
ハート,封筒,,,PT942　白陽　片面　4丁付,,,,
ハート,封筒,三角支所　長3セロ窓封筒,長3,クラフト,85,スチックのり,あり,ヨコ
ハート,封筒,表彰状（あなたは第53回～）,,賞状用紙　雪　Ｂ4-1　雲あり,,,,
ハート,封筒,<八代市役所　観光振興課様>　やつしろの風　vol.27,,叙勲用セット（2つ折りカード・封筒・シール）,,,あり,
ハート,封筒,<八代市役所　観光振興課様>　やつしろの風　vol.27,角2,ポリ封筒 透明                    40μ(EN854),,,,
ハート,封筒,,長3,カラーミズ,70,,あり,ヨコ
ハート,封筒,長3封筒（配達地域指定無住所のみ記載分）,長3,カラーオレンジ,70,,あり,ヨコ
ハート,賞状,図書委員会功労賞：表彰状,,賞状用紙　雪 Ｂ4-1　雲あり,,,,
ハート,封筒,,洋5タテ,セロ窓5号　クラフト,70,,なし,センター
ハート,,創立50周年記念式典並びに祝賀会ご案内状（封筒セット）,,本ケント　2号　2つ折り,,,,
ハート,封筒,,長3,スカイ　,85,エコ窓1号,なし,センター
ハート,名刺,,,名刺紙ケース（50個入り）,,,,
ハート,封筒,長3セロ窓封筒（総務課）,長3,クラフト　セロ窓1号,85,スチック付,なし,センター
キング,封筒,,長3,クラフト　窓あきNo.1　品番120181,70,アドヘア,なし,センター
ハート,封筒,長3封筒,長3,カラーイエロー,70,,あり,ヨコ
ハート,封筒,封筒長3セロ窓,長3,パステルピンク セロ窓1号,80,,なし,センター
ハート,封筒,,大型袋,クラフト　2切判,120,,,センター
キング,封筒,長3封筒,長3,HIソフトグリーン,80,プライバシー保護,あり,ヨコ
プリントップ,封筒,,角0,これはテストデータです。１,80,テープスチック付,あり,ヨコ
